"licensee_name","licence_number","premises_address","grade","demerit_points","suspension_start_date","suspension_end_date"
"A-POH KITCHEN PTE. LTD.","SW10707C000","354 CLEMENTI AVENUE 2 #01-223 CLEMENTI SHOPPING CENTRE SINGAPORE 120354","B","10","na","na"
"GARDENS ASSETS PTE. LTD","SW09453N000","354 CLEMENTI AVENUE 2 #01-235 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354","B","8","na","na"
"NHR INTERNATIONAL PTE. LTD.","SW07492P000","354 CLEMENTI AVENUE 2 #01-253 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354","B","na","na","na"
"EVERTOP CAFE & DINING ROOM PTE. LTD","SW09132V000","354 CLEMENTI AVENUE 2 #01-257 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354","B","na","na","na"
"EVERTOP HAINANESE BONELESS CHICKEN RICE PTE. LTD.","SW06273V000","354 CLEMENTI AVENUE 2 #01-259 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354","B","na","na","na"
"D'' SUCCESSO PTE. LTD.","SW13262X000","354 CLEMENTI AVENUE 2 PART OF #01-233 CLEMENTI AVENUE 2 SHOPPING CENTRE SINGAPORE 120354","A","na","na","na"
"HONG HOO RESTAURANT PTE. LTD.","SW14425J000","378 CLEMENTI AVENUE 5 #01-338 SINGAPORE 120378","B","na","na","na"
"CRAZY FOOD PTE. LTD.","C85251K000","38 SOUTH BUONA VISTA ROAD SINGAPORE 118164","A","na","na","na"
"W-39 BISTRO LLP","SW09761X000","39 JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128637","A","na","na","na"
"COMPASS GROUP (SINGAPORE) PTE. LTD.","SW12I59J000","4 COLLEGE AVENUE EAST UNIVERSITY TOWN NUS SINGAPORE 138613","A","na","na","na"
"SUBS UT PTE. LTD","SW13O77C000","4 ENGINEERING DRIVE 3 FACULTY OF ENGINEERING BLK E4 (LEVEL 4) NUS SINGAPORE 117583","A","na","na","na"
"ANG POH SEOW","C87083L000","404 PASIR PANJANG ROAD PASIR PANJANG INN SINGAPORE 118741","B","na","na","na"
"CHOW YOKE LIN","J03101P003","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"LEE CHENG WAH","J03101P005","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"RAHMAH BINTI AHMAD","J03101P007","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"THNG KWEE CHOO","J03101P008","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"WOO MAI ING","J03101P002","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"WOON LEE SANG","J03101P006","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"YU HAN YI","J03101P001","41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956","A","na","na","na"
"SOO YOKE LIEN DEBORAH JESSICA","C94088P000","41 SUNSET WAY #01-02 CLEMENTI ARCADE SINGAPORE 597071","A","na","na","na"
"THE DAILY SCOOP PTE.LTD.","NW04079C000","41 SUNSET WAY #01-04 CLEMENTI ARCADE SINGAPORE 597071","A","na","na","na"
"28CAFE PTE. LTD.","SW12N66B003","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","B","na","na","na"
"28CAFE PTE. LTD.","SW12N66B004","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","B","na","na","na"
"28CAFE PTE. LTD.","SW12N66B009","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","A","na","na","na"
"28CAFE PTE. LTD.","SW12N66B005","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","A","na","na","na"
"28CAFE PTE. LTD.","SW12N66B001","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","A","na","na","na"
"CHANG CHENG FOOD PARADISE PTE. LTD.","SW12N66B010","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","B","na","na","na"
"FAZIMAH ALYSHA BINTE OTHMAN","SW12N66B002","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","A","na","na","na"
"TRILLIANZ VENTURE LLP","SW12N66B008","420A CLEMENTI AVENUE 1 #01-07 SINGAPORE 121420","A","na","na","na"
"CHIA KAR WING","C62008E000","435A CLEMENTI ROAD SINGAPORE 599474","B","na","na","na"
"SHAMIRA SHARIN BINTE MOHAMED AMEEN","SW11721A000","438 PASIR PANJANG ROAD SINGAPORE 118779","B","na","na","na"
"MCDONALD'S RESTAURANTS PTE. LTD.","SW11A10K000","441 COMMONWEALTH AVENUE WEST #01-01 CLEMENTI BUS INTERCHANGE SINGAPORE 120441","A","na","na","na"
"MONIKA","SW11992B000","441 COMMONWEALTH AVENUE WEST #01-03 CLEMENTI BUS INTERCHANGE SINGAPORE 120441","A","na","na","na"
"MUSA BIN MOHAMMED","SW11A68X000","441 COMMONWEALTH AVENUE WEST #01-04 CLEMENTI BUS INTERCHANGE SINGAPORE 120441","B","na","na","na"
"NATIONAL TRANSPORT WORKERS' UNION?","SW11928X000","441 COMMONWEALTH AVENUE WEST #02-05 CLEMENTI BUS INTERCHANGE SINGAPORE 120441","B","na","na","na"
"GOH HENG THO","C80187K007","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"HOME EATERY PTE. LTD.","C80187K006","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"JAB GLOBAL PTE. LTD.","C80187K009","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"LIN YAFA","C80187K001","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"PURE COFFEE HOUSE PTE. LTD.","C80187K008","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"PURE COFFEE HOUSE PTE. LTD.","C80187K004","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"SARIFAH BEE BINTE MOHD HUSSAIN","C80187K005","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"TAN JEE HWA","C80187K002","442 CLEMENTI AVENUE 3 #01-121 SINGAPORE 120442","B","na","na","na"
"CHAN PAU TEE","SW10A04N000","442 CLEMENTI AVENUE 3 #01-83 (PART OF) SINGAPORE 120442","B","na","na","na"
"ROYAL ONE PTE. LTD.","C88083C000","442 CLEMENTI AVENUE 3 #01-87 (PART OF) SINGAPORE 120442","A","na","na","na"
"KOI CAFE GROUP (S) PTE. LTD.","J03043B000","443 CLEMENTI AVENUE 3 #01-67 PART OF SINGAPORE 120443","A","na","na","na"
"PREMIUM DELIGHTS PTE. LTD","SW15873C000","443 CLEMENTI AVENUE 3 #01-71 (PART OF) SINGAPORE 120443","A","na","na","na"
"139 TRADING PTE. LTD","SW15C73B000","447 CLEMENTI AVENUE 3 #01-209 (PART OF) - RIGHT UNIT SINGAPORE 120447","B","na","na","na"
"AL MUBARAK RESTAURANT PTE. LTD.","C80171C001","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","B","na","na","na"
"ASIA GHANI RESTAURANT AND CATERING PTE. LTD.","C80171C006","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","B","na","na","na"
"BADALING HOLDINGS PTE. LTD.","C80171C009","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","B","na","na","na"
"BADALING HOLDINGS PTE. LTD.","C80171C003","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","A","na","na","na"
"BADALING HOLDINGS PTE. LTD.","C80171C007","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","B","na","na","na"
"BADALING HOLDINGS PTE. LTD.","C80171C008","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","B","na","na","na"
"ERWIN DARMAN BIN ANIZAR","C80171C002","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","A","na","na","na"
"FEI SIONG (F&B) HOLDINGS PTE. LTD.","C80171C004","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","B","na","na","na"
"JAESEN NG KIM HUAT","C80171C005","449 CLEMENTI AVENUE 3 #01-211 SINGAPORE 120449","A","na","na","na"
"WAN HO KEUNG","SW10A12N000","449 CLEMENTI AVENUE 3 #01-235 PART OF SINGAPORE 120449","A","na","na","na"
"TEA PLUS SINGAPORE PTE. LTD.","SW07443L000","449 CLEMENTI AVENUE 3 #01-241 PART OF SINGAPORE 120449","A","na","na","na"
"JIND DIAN XI PTE. LTD.","C97112C000","449 CLEMENTI AVENUE 3 #01-265 (PART OF) SINGAPORE 120449","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","SW15A06N000","45 SCIENCE PARK ROAD #01-01 SINGAPORE 117407","A","na","na","na"
"PARINI VENTURE ASIA PTE. LTD.","SW15A80P000","45 SCIENCE PARK ROAD #01-02 SINGAPORE 117407","A","na","na","na"
"DING HENG KITCHEN PTE. LTD","SW15D93K000","45 SCIENCE PARK ROAD #01-03/04 SINGAPORE 117407","A","na","na","na"
"BANSAN COFFEE & TOAST PTE. LTD.","SW15A35C000","45 SCIENCE PARK ROAD #01-05 SINGAPORE 117407","A","na","na","na"
"CHOCOLAT N' SPICE PTE. LTD","SW15A81N000","45 SCIENCE PARK ROAD #01-07 SINGAPORE 117407","A","na","na","na"
"GLOBALWIZ PTE. LTD","SW15E05N000","45 SCIENCE PARK ROAD #01-09/10 SINGAPORE 117407","A","na","na","na"
"CHANG CHENG FOOD & BEVERAGE PTE. LTD.","C80170E002","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","0","na","na"
"CHEONG LOK FOOD MARKETING PTE. LTD.","C80170E008","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"CHODEE FOOD HOLDINGS PTE. LTD.","C80170E010","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"GAO JI FOOD (S) PTE LTD","C80170E007","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"JUST GREENS FOOD PTE LTD","C80170E003","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","0","na","na"
"KOH PECK CHONG","C80170E001","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"KOH PECK CHONG","C80170E004","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"LIAN KAI YUAN","C80170E006","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"YHEE TAT ENTERPRISE PTE. LTD.","C80170E009","450 CLEMENTI AVENUE 3 #01-305 SINGAPORE 120450","B","na","na","na"
"SPH BUZZ PTE. LTD.","NW08171C000","461 CLEMENTI ROAD #01-00 SINGAPORE 599491","A","na","na","na"
"KUM SUAN BEK","NW11151N000","461 CLEMENTI ROAD #01-1.24 SIM HQ ANNEX BUILDING BLOCK B SINGAPORE 599491","A","na","na","na"
"ASTON FOOD & BEVERAGE SPECIALITIES PTE. LTD.","C99021N001","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"GS2 F&B PTE. LTD.","C99021N002","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"HAE BOK'S KOREAN RESTAURANT PTE LTD","C99021N005","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"INDONESIAN EXPRESS PTE. LTD.","C99021N007","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"KAN KOCK KUAN","C99021N008","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C99021N009","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","C99021N006","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","B","na","na","na"
"SOH ENG HAN","C99021N003","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"YU KEE DUCK AND NOODLE HOUSE PTE. LTD.","C99021N004","461 CLEMENTI ROAD #03-00 SINGAPORE INSTITUTE OF MANAGEMENT SINGAPORE 599491","A","na","na","na"
"JR FOODS PTE. LTD.","C99094B000","461 CLEMENTI ROAD #03-02D SINGAPORE INSTITUTE OF MANAGEMENT HQ-BLK A LEVEL 3 SINGAPORE 599491","A","na","na","na"
"STARBUCKS COFFEE SINGAPORE PTE. LTD.","NW14283L000","461 CLEMENTI ROAD (BLOCK C#01-C.1.07) #01-C.107 SINGAPORE 599491","A","na","na","na"
"STAMFLES DINING CONCEPT PTE. LTD.","NW11157B000","461 CLEMENTI ROAD (PART OF) #01-1.25 SIM HQ ANNEX BUILDING BLOCK B SINGAPORE 599491","A","na","na","na"
"IVAN SOH JUNYI","NW15430X000","461 CLEMENTI ROAD (PART) #01-1.25 SINGAPORE 599491","A","na","na","na"
"PINES FOOD MANAGEMENT PTE. LTD.","CE06D37A000","469 BUKIT TIMAH ROAD NUS (BT TIMAH CAMPUS) SINGAPORE 259756","A","na","na","na"
"TAN CHOON LING","C96129P000","5 CLEMENTI LOOP LEVEL 3M SEMBCORP LOGISTICS CENTRE SINGAPORE 129816","B","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW05155P000","5 JALAN MAS PUTEH PASIR PANJANG GARDENS SINGAPORE 128611","A","na","na","na"
"COPITIAM PTE. LTD.","C00119C001","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","4","na","na"
"EIGHT IMMORTALS VEGETARIAN PTE LTD","C00119C008","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"FOCACCIA FOODS PTE. LTD.","C00119C015","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"JJOJJO'S PTE. LTD","C00119C014","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"KOH SENG TE PHILIP","C00119C007","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"LIM CHENG CHOON","C00119C005","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"MARINA (GU) PTE LTD","C00119C010","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"NG CHOON CHUAN","C00119C016","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"RAHIMAN'S KITCHEN PTE. LTD.","C00119C003","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"SAGAR PTE. LTD.","C00119C002","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","6","na","na"
"SIN RONG F&B LLP","C00119C012","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"SITI ABIBAH BINTE GUNO","C00119C004","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"SOUP EMPIRE HOLDINGS PTE. LTD.","C00119C013","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"TAN KOCK CHENG","C00119C009","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","6","na","na"
"WANG ZHENYI","C00119C006","5 LOWER KENT RIDGE ROAD #01-01 NUH MAIN BUILDING LOBBY - LEVEL 1 SINGAPORE 119074","A","na","na","na"
"COLD STORAGE SINGAPORE (1983) PTE LTD","SW12I58K000","5 LOWER KENT RIDGE ROAD #01-02 NUH SINGAPORE 119074","A","na","na","na"
"THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD","SW11854V000","5 LOWER KENT RIDGE ROAD #01-10 NATIONAL UNIVERSITY HOSPITAL MAIN BLDG (LOBBY) SINGAPORE 119074","A","na","na","na"
"QI JI RETAIL SERVICES PTE. LTD.","SW11861A000","5 LOWER KENT RIDGE ROAD #01-11 NATIONAL UNIVERSITY HOSPITAL MAIN BLDG LOBBY B SINGAPORE 119074","A","na","na","na"
"MR BEAN INTERNATIONAL PTE. LTD.","SW11B85K000","5 LOWER KENT RIDGE ROAD #01-12 NUH MAIN BUILDING SINGAPORE 119074","A","na","na","na"
"JP PEPPERDINE GROUP PTE. LTD.","C87114K000","5 WEST COAST WALK #01-04/05 CLEMENTI RECREATION CENTRE SINGAPORE 127146","A","na","na","na"
"DOME EXPRESS PTE LTD","C01138L000","50 KENT RIDGE CRESCENT UNIVERSITY CULTURAL CENTRE - NUS SINGAPORE 119279","A","na","na","na"
"PINES FOOD DELIGHT PTE. LTD.","SW06877V000","50 KENT RIDGE CRESCENT UNIVERSITY CULTURAL CENTRE - NUS SINGAPORE 119279","B","na","na","na"
"JJ F&B PARADISE PTE.LTD.","SW15E50C002","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"LIM HOCK CHEE","SW15E50C001","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"LIM HOCK CHEE","SW15E50C003","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"LIM HOCK CHEE","SW15E50C008","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"ONG KAH THIAM","SW15E50C006","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"SONG KAR CHUAN","SW15E50C004","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"STARLIGHT FOOD & BEVERAGE PTE. LTD.","SW15E50C007","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"TIAN SHIJUN","SW15E50C005","50 PASIR PANJANG ROAD #03-51 MAPLETREE BUSINESS CITY SINGAPORE 117384","A","na","na","na"
"HONG YUN FOOD PTE. LTD.","SW09A22N001","50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406","B","na","na","na"
"HONG YUN FOOD PTE. LTD.","SW09A22N007","50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406","A","na","na","na"
"NG CHYE HOON","SW09A22N008","50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406","A","na","na","na"
"SANIAH BINTI SALLEH","SW09A22N006","50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406","B","na","na","na"
"YIK PENG CHEE","SW09A22N005","50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406","B","na","na","na"
"ZHENG JINFU","SW09A22N003","50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406","B","na","na","na"
"CHIN SHEN KHYE","SW14150B003","51A AYER RAJAH CRESCENT AYER RAJAH FOOD CENTRE III SINGAPORE 139956","B","na","na","na"
"KO LYE KENG","SW14150B005","51A AYER RAJAH CRESCENT AYER RAJAH FOOD CENTRE III SINGAPORE 139956","B","na","na","na"
"LEE MING CHOKE","SW14150B004","51A AYER RAJAH CRESCENT AYER RAJAH FOOD CENTRE III SINGAPORE 139956","B","na","na","na"
"SIM HWEE SIEW","SW14150B001","51A AYER RAJAH CRESCENT AYER RAJAH FOOD CENTRE III SINGAPORE 139956","B","na","na","na"
"TAY HENG YAN","SW14150B009","51A AYER RAJAH CRESCENT AYER RAJAH FOOD CENTRE III SINGAPORE 139956","B","na","na","na"
"CAFE GALILEE PTE. LTD.","W03490B000","53 MARGARET DRIVE QUEENSTOWN COMMUNITY LIBRARY SINGAPORE 149297","A","na","na","na"
"TAO TONG FATT","NW12991J000","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 18) SINGAPORE 599489","A","na","na","na"
"EVENTFUL ALLIANCE PTE. LTD.","NW15161A008","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"FOOD CANOPY PTE. LTD.","NW15161A014","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"FOOD CANOPY PTE. LTD.","NW15161A009","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"FOOD CANOPY PTE. LTD.","NW15161A013","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"FOOD CANOPY PTE. LTD.","NW15161A006","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"FOOD CANOPY PTE. LTD.","NW15161A011","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"JALAPENO'S MEXICAN GRILL PTE. LTD.","NW15161A010","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"LAI YUYING","NW15161A012","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"LIM SOI NGUAN","NW15161A007","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"LIU HAO","NW15161A003","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"TAI PEI SHI SHAN FOOD PTE.LTD.","NW15161A001","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"TAN CHUAN SENG","NW15161A002","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"GS2 F&B PTE. LTD.","NW10391P005","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","B","na","na","na"
"INDONESIAN EXPRESS PTE. LTD.","NW10391P003","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"KIMLY FOOD HOLDINGS PTE. LTD.","NW10391P009","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"KOH YIAN SOK","NW10391P006","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"LOW KENG ANN","NW10391P001","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"SAMSIAH BTE OTHMAN","NW10391P008","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"SOH ENG HAN","NW10391P002","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"TOH TIAW HOY","NW10391P007","535 CLEMENTI ROAD #01-01 NGEE ANN POLYTECHNIC (BLK 73 - CANTEEN 1) SINGAPORE 599489","A","na","na","na"
"EVENTFUL ALLIANCE PTE. LTD.","NW15177E000","535 CLEMENTI ROAD #01-01A NGEE ANN POLYTECHNIC (BLK 22) SINGAPORE 599489","A","na","na","na"
"FOODCLIQUE PTE. LTD.","NW10501X000","535 CLEMENTI ROAD #01-01A NGEE ANN POLYTECHNIC (BLK 73) SINGAPORE 599489","A","na","na","na"
"TEN & HAN TRADING PTE LTD","NW10543V000","535 CLEMENTI ROAD #01-01B NGEE ANN POLYTECHNIC (BLK 73) SINGAPORE 599489","A","na","na","na"
"Tan Hock Guan","NW15207E000","535 CLEMENTI ROAD #01-01B NGEE ANN POLYTECHNIC BLK 22 SINGAPORE 599489","A","na","na","na"
"TAO TONG FATT","NW12A45N000","535 CLEMENTI ROAD #01-02 NGEE ANN POLYTECHNIC (BLOCK 18) SINGAPORE 599489","A","na","na","na"
"SMOOCH CAFE @72 LLP","NW13008K000","535 CLEMENTI ROAD #01-03 NGEE ANN POLYTECHNIC (BLOCK 16) SINGAPORE 599489","A","na","na","na"
"FOUR LEAVES PTE. LTD.","NW12A63K000","535 CLEMENTI ROAD #01-14 NGEE ANN POLYTECHNIC (BLOCK 1) SINGAPORE 599489","A","na","na","na"
"ANG YONG SENG","NW08480E001","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"HOT & ROLL (SINGAPORE) PTE. LTD.","NW08480E006","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"JUNSHIN EXPRESS PTE. LTD.","NW08480E003","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"KOUFU PTE LTD","NW08480E018","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"KOUFU PTE LTD","NW08480E019","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"LAO BAI XING LLP","NW08480E015","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"LEE WAH KHIM","NW08480E017","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"MEMTAJ BEGUM BINTE AMIR ALI","NW08480E016","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"NEO CHIN HENG","NW08480E013","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
"OLE! PASTA PTE. LTD.","NW08480E005","535 CLEMENTI ROAD #02-00 NGEE ANN POLYTECHNIC (BLK 51) SINGAPORE 599489","A","na","na","na"
